"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"SNX33",175.519936835278,-0.459801376003486,0.231687221820379,-1.9845780548051,0.0471914359215602,0.747790937575715
"ENSG00000175604",16.9211896789798,-1.41048650446893,0.711927424456418,-1.98122232128632,0.0475663470867803,0.747790937575715
"SPOP",809.810703394473,-0.20966445663892,0.105782934385876,-1.98202534138545,0.0474764044619434,0.747790937575715
"TSPOAP1-AS1",1625.47935427016,0.214250255007774,0.107965793461166,1.98442717956625,0.0472082385712541,0.747790937575715
"HELZ",3287.05388329234,0.138325931179183,0.0697877004299234,1.98209613337356,0.0474684822369767,0.747790937575715
"CCDC102B",77.408040201173,-0.556125922631477,0.280407986517885,-1.98327419107232,0.0473368106382935,0.747790937575715
"KLF2",1572.87654629977,-0.432613532695612,0.21802811243636,-1.98420987028399,0.0472324486797328,0.747790937575715
"RBPJL",17.7182653869401,-1.34251142035486,0.676969411441583,-1.98311976533184,0.0473540533037093,0.747790937575715
"SETD4",384.865420799185,0.257072112156561,0.129491231619731,1.98524725528511,0.0471169691307895,0.747790937575715
"ALG13",1057.63527523202,0.217143789630299,0.109418921938491,1.9845177212801,0.0471981545323621,0.747790937575715
"ENSG00000224172",21.843409819105,1.19914594730448,0.605496486279831,1.98043419652528,0.0476547606007479,0.747935092986141
"PDE6D",578.519805231062,-0.266602946754199,0.134673805471931,-1.97961991064227,0.0477462539856539,0.748829616338586
"BAZ2B",402.481645622345,-0.260845149324546,0.131792052194199,-1.97921760061968,0.0477915121170708,0.748998239720677
"RABEP2",569.006255139734,-0.297250979542804,0.150214436364045,-1.97884428912289,0.0478335402870432,0.749116035693045
"TNS2-AS1",272.418524481369,0.415674291162933,0.210228236740421,1.97725242625797,0.0480131042573132,0.750846724625089
"CEP83",1000.53044566639,0.257229376610681,0.130094429224492,1.97725127927502,0.0480132338422382,0.750846724625089
"SETP5",31.6748401048657,0.892430791451321,0.451516190365316,1.97652002407547,0.0480959101255618,0.751150899170405
"QSER1",2420.96871146907,0.20614401701061,0.104299239079647,1.97646712315122,0.0481018957821276,0.751150899170405
"LZTFL1",572.124700271264,0.308164966414448,0.155958328610576,1.97594427408829,0.0481610890029759,0.751218495049255
"ENSG00000289112",16.1731181269303,1.19946108863039,0.607070765611621,1.97581757609747,0.0481754420486761,0.751218495049255
"ZBTB7A",1729.83856818481,-0.230290307836111,0.116613744899649,-1.97481272927377,0.0482894039493452,0.75245499075699
